,SUSHI/USDT,BTS/USDT,INJ/USDT,RDNT/USDT,ZRX/USDT,HIGH/USDT,WAVES/USDT,SPELL/USDT,XTZ/USDT,BNB/USDT,DAR/USDT,HNT/USDT,JOE/USDT,ETC/USDT,XMR/USDT,ALICE/USDT,HOOK/USDT,REEF/USDT,BAT/USDT,DOGE/USDT,TRX/USDT,STORJ/USDT,SNX/USDT,XLM/USDT,IOTX/USDT,DASH/USDT,UMA/USDT,KAVA/USDT,RUNE/USDT,APE/USDT,BLUEBIRD/USDT,BNX/USDT,OP/USDT,KEY/USDT,DGB/USDT,SKL/USDT,FOOTBALL/USDT,TOMO/USDT,MTL/USDT,LTC/USDT,KSM/USDT,TRB/USDT,MANA/USDT,FLOW/USDT,CHR/USDT,GAL/USDT,USDC/USDT,OGN/USDT,RNDR/USDT,SC/USDT,STMX/USDT,KNC/USDT,SRM/USDT,BLUR/USDT,ENJ/USDT,ATOM/USDT,ENS/USDT,ATA/USDT,AGIX/USDT,IOST/USDT,HBAR/USDT,ZEC/USDT,IDEX/USDT,GALA/USDT,EDU/USDT,GTC/USDT,ALGO/USDT,LRC/USDT,STG/USDT,STX/USDT,ARPA/USDT,CELO/USDT,QNT/USDT,1INCH/USDT,T/USDT,LINA/USDT,AR/USDT,FIL/USDT,SOL/USDT,BLZ/USDT,COMBO/USDT,GMT/USDT,XVS/USDT,GMX/USDT,BAND/USDT,LDO/USDT,XRP/USDT,FTT/USDT,CRV/USDT,BEL/USDT,DOT/USDT,ONE/USDT,APT/USDT,ANKR/USDT,RAY/USDT,API3/USDT,CVC/USDT,ASTR/USDT,HOT/USDT,QTUM/USDT,IOTA/USDT,ADA/USDT,LIT/USDT,YFI/USDT,ETH/USDT,ALPHA/USDT,WOO/USDT,SFP/USDT,RLC/USDT,BTCST/USDT,1000XEC/USDT,FXS/USDT,CFX/USDT,AUDIO/USDT,ID/USDT,HFT/USDT,NEO/USDT,UNFI/USDT,SAND/USDT,CTK/USDT,LINK/USDT,MINA/USDT,CELR/USDT,RSR/USDT,REN/USDT,LPT/USDT,JASMY/USDT,PHB/USDT,EGLD/USDT,LUNA2/USDT,ONT/USDT,VET/USDT,IMX/USDT,LQTY/USDT,COTI/USDT,CVX/USDT,ARB/USDT,BAKE/USDT,GRT/USDT,FLM/USDT,MASK/USDT,EOS/USDT,BAL/USDT,COCOS/USDT,SUI/USDT,DENT/USDT,TRU/USDT,CKB/USDT,SSV/USDT,C98/USDT,ZEN/USDT,NEAR/USDT,BCH/USDT,1000SHIB/USDT,ANT/USDT,TLM/USDT,AAVE/USDT,ICP/USDT,1000LUNC/USDT,RAD/USDT,AVAX/USDT,MAGIC/USDT,ROSE/USDT,MATIC/USDT,MKR/USDT,PEOPLE/USDT,THETA/USDT,UNI/USDT,PERP/USDT,RVN/USDT,NKN/USDT,KLAY/USDT,DEFI/USDT,COMP/USDT,BTCDOM/USDT,BTC/USDT,OMG/USDT,ICX/USDT,1000PEPE/USDT,FET/USDT,LEVER/USDT,1000FLOKI/USDT,FTM/USDT,AMB/USDT,SXP/USDT,XEM/USDT,ZIL/USDT,AXS/USDT,DYDX/USDT,OCEAN/USDT,CHZ/USDT,DUSK/USDT,CTSI/USDT,ACH/USDT
OCEAN/USDT,0.651619244,0.259003499,0.613115254,0.646510341,0.675350524,0.730228091,0.610347717,0.640018709,0.670975986,0.598305004,0.655582274,0.513231145,0.707401236,0.58994527,0.581361209,0.724634524,0.720513673,0.640739959,0.680459623,0.515128185,0.476762176,0.626476261,0.570814548,0.624456755,0.696837582,0.659760102,0.772601789,0.611219894,0.661106491,0.634088256,0.629958541,0.606214727,0.587218659,0.690963789,0.65162127,0.657772072,0.47991269,0.599938081,0.525709698,0.607253482,0.640379608,0.587360763,0.624458375,0.637418785,0.689417555,0.676365736,0.157093975,0.719404244,0.658884392,0.181447633,0.625952605,0.599367352,0.348480816,0.766947104,0.672852676,0.608445388,0.591255969,0.678063003,0.735141915,0.660244708,0.602120531,0.659005375,0.567341427,0.537131561,0.510051565,0.658263412,0.666828193,0.649705663,0.457472007,0.587155637,0.537042671,0.618301583,0.501629265,0.637519643,0.673095346,0.536535222,0.663868477,0.599020286,0.582186367,0.644972,0.86036511,0.597281793,0.814538302,0.643530969,0.640720365,0.612518788,0.557430014,0.493669416,0.60557486,0.570037198,0.659875776,0.67445534,0.48731606,0.587045617,0.495451719,0.655363732,0.542924541,0.779088215,0.66047401,0.665544068,0.656566539,0.642849596,0.491735264,0.605723079,0.630728207,0.654428997,0.639585835,0.53133392,0.536447108,,0.627617839,0.553691813,0.638929426,0.624659943,0.649086706,0.793186275,0.586862361,0.558885344,0.648175378,0.497648911,0.670078711,0.734156961,0.649069971,0.634761214,0.585147591,0.664475017,0.616424691,0.692058061,0.548437993,0.475730358,0.649614822,0.706295314,0.634877182,0.700952697,0.665408355,0.522599753,0.631478686,0.663455506,0.692108864,0.53768166,0.495826998,0.596914718,0.617397991,0.443303901,0.708431422,0.680785064,0.718275857,0.6617451,0.599173232,0.650415118,0.686322092,0.637873364,0.625790224,0.532810845,0.494064258,0.793010865,0.661103292,0.693538028,0.32564297,0.385963308,0.633988762,0.667963635,0.621998365,0.636874163,0.561285769,0.562786761,0.68672308,0.589895342,0.831459931,0.573530389,0.568286168,0.547417961,0.749241182,0.64797408,-0.3689039,0.629600354,0.612573402,0.62162645,0.491973565,0.78938627,0.654515462,0.789968519,0.672876046,0.569320863,0.546460426,0.544056775,0.660855574,0.605931723,0.537323987,1,0.551037372,0.573353485,0.652193752,0.70161195
BTCDOM/USDT,-0.518829292,-0.272914876,-0.378241875,-0.334401544,-0.414732375,-0.225617796,-0.407542966,-0.464270146,-0.466222726,-0.467219962,-0.391851412,-0.369481219,-0.28151431,-0.572680502,-0.318051648,-0.457530919,-0.318641833,-0.376192786,-0.447582725,-0.435006827,-0.294664006,-0.390071712,-0.38562931,-0.470466841,-0.413296382,-0.476098477,-0.573935881,-0.373137462,-0.468226351,-0.470482448,-0.520945754,-0.225091905,-0.460966441,-0.539206814,-0.430774409,-0.410340168,-0.3625552,-0.314734425,-0.348163275,-0.448910345,-0.46312743,-0.325116663,-0.436901872,-0.413119298,-0.476877074,-0.394106008,0.233830183,-0.451542027,-0.027069553,-0.051598364,-0.409648089,-0.445092432,-0.261822894,-0.359351093,-0.455054539,-0.449723872,-0.550663729,-0.405821236,-0.126517582,-0.417101812,-0.356434465,-0.465453788,-0.426270471,-0.396901156,-0.135310811,-0.418477601,-0.481010735,-0.451023722,-0.297418325,0.063998713,-0.352397939,-0.387927876,-0.349273266,-0.418649352,-0.159192389,-0.319178834,-0.436287685,-0.382978666,-0.47695735,-0.315327332,-0.42795886,-0.385842285,-0.54904525,-0.166964372,-0.383318475,-0.409894473,-0.470312349,-0.32096215,-0.498855054,-0.323683503,-0.529776491,-0.413351943,-0.353777816,-0.324396565,-0.428298162,-0.381138824,-0.409614413,-0.130701119,-0.430039267,-0.420725855,-0.466484233,-0.519400119,-0.29580094,-0.441520222,-0.591282817,-0.375353796,-0.435018531,-0.343684671,-0.251975803,,-0.425258679,-0.25814342,0.087828902,-0.36613003,-0.46321209,-0.424447911,-0.364738996,-0.371584208,-0.465044766,-0.335906428,-0.509638957,-0.176135202,-0.42130779,-0.402116066,-0.354627963,-0.42397182,-0.352251251,-0.156971317,-0.422650912,-0.400792792,-0.413828165,-0.442577203,-0.387294959,-0.206986558,-0.418015049,-0.399826017,-0.353398913,-0.442380861,-0.413884607,-0.303890978,-0.330735368,-0.450685786,-0.536371351,0.000501041,-0.373664521,-0.407856096,-0.23379553,-0.091606859,-0.280304262,-0.387248632,-0.446717279,-0.499502384,-0.411265444,-0.416480884,-0.403323276,-0.464001313,-0.499414678,-0.421989389,-0.337385996,-0.258238819,-0.508083508,-0.233198015,-0.366601835,-0.522833152,-0.465288509,-0.447064298,-0.474658845,-0.495231334,-0.203688378,-0.357090028,-0.233696463,-0.345081478,-0.524302697,-0.444236767,1,-0.189218745,-0.345002314,-0.397779908,-0.305409098,-0.257048229,-0.348804105,-0.50388435,-0.412688143,-0.382092296,-0.311232162,-0.347440917,-0.436043949,-0.465439561,-0.382915612,-0.3689039,-0.400559069,-0.38478161,-0.348939586,-0.095125402
DYDX/USDT,0.63808183,0.272893767,0.656065558,0.772544733,0.62427428,0.710065131,0.589674738,0.673335996,0.589677315,0.559021058,0.55931656,0.382734426,0.754488225,0.550848385,0.525338033,0.687805484,0.684808157,0.564746704,0.620951905,0.550433904,0.455479484,0.528399776,0.56305667,0.578311607,0.57707332,0.657329221,0.866119138,0.477145642,0.650421347,0.574482182,0.644569409,0.608738217,0.59524524,0.578432977,0.638676229,0.587336879,0.402147726,0.5243489,0.525718341,0.609793273,0.626238511,0.443946454,0.610221785,0.621444777,0.650179914,0.631286129,0.192250636,0.620007757,0.694396206,0.168467492,0.570919038,0.598615844,0.098745456,0.812154372,0.627611368,0.61184251,0.627272091,0.616149872,0.702753896,0.623027114,0.590902179,0.661137715,0.632609945,0.575004736,0.599592969,0.562316287,0.61413903,0.676183182,0.49620292,0.665219811,0.454903186,0.573606151,0.393113124,0.617355258,0.691414423,0.506000543,0.580393737,0.604656921,0.538303765,0.595939204,0.868002237,0.630084092,0.780155978,0.732056596,0.555459614,0.563711964,0.51281667,0.248838913,0.599243538,0.511971961,0.675613022,0.631934534,0.627254988,0.509781113,0.32086288,0.553745206,0.411856609,0.810234388,0.600213538,0.626924708,0.675402356,0.65013431,0.409105782,0.57161335,0.630600312,0.535619053,0.613005502,0.628001961,0.396650237,,0.602325729,0.594415409,0.679324567,0.586731005,0.655596126,0.818153574,0.568782465,0.508131974,0.639585864,0.411365893,0.603647617,0.767094214,0.593151658,0.574587355,0.558755956,0.609919071,0.548380536,0.694474581,0.564396281,0.55263831,0.627684825,0.670062007,0.634175761,0.716879643,0.581596401,0.595924763,0.638905754,0.605074728,0.574421054,0.456577593,0.4931565,0.557279225,0.595849396,0.460540125,0.801289941,0.604055757,0.565664787,0.686742272,0.678800941,0.696758711,0.679192594,0.62396085,0.590247253,0.5268601,0.584513971,0.838277792,0.654811874,0.650759395,0.438287891,0.484723799,0.64789975,0.655777396,0.597931123,0.610877149,0.573970909,0.62211833,0.632685386,0.662062967,0.822644909,0.529223901,0.449794032,0.496198348,0.705810425,0.627264348,-0.382915612,0.607891452,0.544287217,0.556025041,0.708012228,0.563306273,0.783040169,0.886820833,0.681837336,0.610871557,0.514957951,0.557301686,0.601953098,0.581295471,1,0.537323987,0.509676598,0.52760536,0.575911226,0.695247842
TOMO/USDT,0.596817498,0.19693044,0.670741648,0.511152463,0.619643759,0.559743148,0.628113684,0.630440661,0.64622766,0.606126383,0.645238826,0.418211467,0.451195787,0.574669011,0.517059226,0.701307471,0.584529957,0.57778784,0.644355918,0.52273516,0.507762894,0.584048407,0.532856921,0.587382404,0.656109933,0.637376235,0.541207789,0.594753222,0.643904474,0.603971112,0.694669925,0.423819165,0.562556863,0.238525102,0.650292536,0.606187865,0.456956703,1,0.521907782,0.573388776,0.63480122,0.484552801,0.627545976,0.595303406,0.678659698,0.658207555,0.213191269,0.652583659,0.611119563,0.164095114,0.618369514,0.599360476,0.309197833,0.424151957,0.65263779,0.61022501,0.586970662,0.612617824,0.46854204,0.643936111,0.5667173,0.616362839,0.387908865,0.580446674,0.586309284,0.610879533,0.657238787,0.634187834,0.504318922,0.475960834,0.54991742,0.601112805,0.542385915,0.581460883,0.516796395,0.581381226,0.595137265,0.585550764,0.615879015,0.615368617,0.833070611,0.619613781,0.476627345,0.490313412,0.578435606,0.548996682,0.516725084,0.41770766,0.571648814,0.579197783,0.64598989,0.649421217,0.536483127,0.603622955,0.449252757,0.607396773,0.467221243,0.574605321,0.645810208,0.653104255,0.657983912,0.636144728,0.517018586,0.560123909,0.629966715,0.611910211,0.620203567,0.530507922,0.456741702,,0.580287121,0.477259135,0.577850516,0.577061536,0.426148278,0.596884039,0.610457778,0.54252256,0.641702656,0.431154886,0.63481858,0.515811299,0.640409224,0.566753619,0.55725957,0.668859616,0.55102599,0.590137079,0.53898307,0.445617124,0.649975937,0.685467736,0.615479008,0.500701258,0.615165773,0.598392405,0.445264465,0.697005064,0.625903536,0.508496208,0.527387361,0.535771706,0.605193674,0.361048053,0.486686198,0.704798469,0.441316167,0.568845212,0.498503604,0.666631387,0.686214825,0.655075,0.597827973,0.505197142,0.501203935,0.488360377,0.623465835,0.615787537,0.314907949,0.200618763,0.64027624,0.571261075,0.601825313,0.582408051,0.511126562,0.542900603,0.670366706,0.585975326,0.564924207,0.596298861,0.463466201,0.535641551,0.712902098,0.619501979,-0.314734425,0.654968049,0.524422545,0.615462599,0.369637014,0.495428755,0.455594391,0.625044888,0.640327389,0.274026838,0.58339123,0.559276092,0.668193376,0.608165258,0.5243489,0.599938081,0.535187074,0.520297025,0.652818527,0.566401562
REN/USDT,0.661061768,0.293597171,0.531467244,0.751114783,0.670101215,0.640720093,0.635091862,0.652532999,0.681226121,0.616286341,0.617763769,0.455535548,0.719122194,0.582312696,0.584549899,0.698284474,0.607348071,0.619610977,0.681924066,0.546187044,0.536400197,0.612579185,0.573382673,0.642853658,0.62825298,0.651247619,0.886031626,0.555819387,0.681046792,0.625844607,0.633321841,0.510883403,0.57178739,0.43426301,0.699996335,0.614547906,0.431722492,0.55725957,0.543585495,0.581910852,0.657009596,0.495669028,0.639493254,0.658151176,0.67215287,0.606768453,0.063059302,0.658898325,0.56816436,0.232035657,0.622785208,0.601100733,0.298394896,0.782635749,0.668557265,0.627778171,0.620070528,0.606317722,0.655963399,0.657339724,0.619878934,0.654292187,0.680552393,0.576458163,0.546409539,0.549047864,0.685539963,0.645599225,0.442601525,0.564826624,0.475568521,0.627108591,0.548787388,0.673678031,0.580143303,0.62487486,0.630043378,0.577405195,0.619878143,0.610510129,0.706793815,0.618921236,0.772881125,0.563290493,0.573321019,0.516573872,0.561509375,0.372291202,0.604702501,0.558957137,0.685523019,0.680051159,0.529148954,0.59306275,0.448219848,0.661262169,0.491228389,0.594726775,0.611683903,0.71352146,0.664808809,0.670061699,0.425462728,0.64417722,0.623898108,0.632717983,0.575015804,0.529853501,0.474298223,,0.627566639,0.524639791,0.645162571,0.580077334,0.580744542,0.748209146,0.614469357,0.497108966,0.664305837,0.451031595,0.663801062,0.593102435,0.62103331,0.595993265,1,0.64203382,0.559503835,0.666515805,0.609011816,0.493852077,0.639667049,0.688905313,0.629922069,0.528277341,0.664413,0.580587188,0.582333826,0.649814337,0.645527316,0.522257414,0.466280022,0.621127087,0.616085763,0.371389591,0.771044802,0.646654995,0.519935813,0.650461038,0.535834623,0.65107415,0.685997764,0.678949117,0.640607126,0.560608532,0.543400801,0.824481579,0.687403448,0.592601801,0.386983549,0.668318255,0.685514862,0.651778168,0.619296244,0.580520404,0.617017784,0.556152063,0.65947256,0.608125503,0.767477344,0.577431814,0.519755962,0.467531157,0.767576252,0.650496391,-0.354627963,0.639484936,0.702698645,0.61027976,0.593221796,0.670263909,0.755339327,0.832216311,0.653495944,0.532722565,0.569527535,0.553423039,0.667865767,0.617297894,0.558755956,0.585147591,0.532004283,0.528842177,0.601520157,0.61285909
XEM/USDT,0.572501436,0.24791298,0.549088198,0.709819442,0.634321732,0.545249639,0.623400896,0.669195458,0.658187202,0.587488096,0.595415562,0.441419342,0.686922763,0.584707982,0.52462623,0.682627194,0.555417897,0.566063557,0.68388392,0.495165138,0.506594703,0.613647873,0.58273775,0.642589586,0.639720481,0.640771259,0.891081379,0.558728869,0.644636507,0.583506936,0.621214296,0.313340964,0.546114142,0.526561565,0.647905657,0.614667752,0.49682057,0.559276092,0.544890751,0.584182832,0.638923473,0.436163754,0.644092412,0.663177081,0.653081088,0.623421571,0.211653707,0.670125047,0.402096109,0.155616858,0.645731622,0.595129435,0.313423721,0.775370415,0.665719646,0.614414013,0.582244745,0.616632821,0.473592774,0.714402203,0.622070525,0.616000321,0.706018118,0.585034744,0.585958026,0.604588333,0.675790357,0.638673257,0.503978928,0.530444344,0.471589998,0.605741354,0.494463263,0.633230878,0.502835351,0.525972366,0.559233899,0.56666085,0.583870235,0.585992438,0.801735515,0.611776382,0.862105899,0.439935091,0.563636398,0.580071883,0.562366405,0.351267066,0.578305316,0.539937056,0.657446204,0.672884473,0.527326629,0.619220612,0.426089603,0.55129429,0.516636801,0.5415312,0.638571065,0.696455144,0.695798206,0.663962665,0.441980286,0.575993238,0.623590605,0.586536061,0.559265498,0.502996069,0.474161743,,0.62929783,0.523584477,0.450368665,0.561391055,0.679881081,0.822879885,0.645127175,0.580262216,0.647880549,0.425369701,0.634352752,0.508187021,0.62527975,0.605477473,0.553423039,0.606704071,0.55772626,0.437591888,0.570691537,0.503236259,0.680320119,0.710601114,0.561989151,0.705595409,0.602762891,0.592043792,0.619216467,0.652048592,0.607682286,0.51192855,0.434145161,0.565374212,0.619034627,0.341148884,0.916500081,0.651647922,0.661462226,0.723579201,0.581705161,0.621585625,0.657289746,0.661317082,0.645924106,0.527508037,0.497147113,0.846861138,0.635141874,0.6134546,0.348522251,0.47157035,0.643242001,0.54208297,0.589241107,0.606267203,0.553427331,0.557873044,0.653890238,0.582664927,0.859893576,0.557784682,0.495651979,0.486834999,0.716251523,0.617919419,-0.347440917,0.63120299,0.638608012,0.654718444,0.515311328,0.509992213,0.734631494,0.886016971,0.630935042,0.546199329,0.528128913,1,0.670946075,0.607106064,0.557301686,0.544056775,0.573065933,0.508875724,0.592435875,0.494127347
FET/USDT,0.574244855,,0.534487798,0.789647499,0.598743494,0.712363268,0.623100199,0.608418187,0.666373577,0.55598825,0.524027516,0.361867778,0.750087843,0.632587227,0.502844521,0.671448199,0.729553513,0.657469383,0.693717331,0.544702431,0.506688122,0.659652927,0.609158917,0.556401253,0.604435033,0.609283869,0.838941855,0.430017872,0.677053371,0.629371906,0.614630943,0.604516779,0.627881385,0.594783165,0.63237647,0.54826968,0.512361772,0.495428755,0.401437246,0.634178666,0.563817858,0.680816909,0.655540766,0.61159727,0.633964869,0.607064988,0.12634966,0.658317161,0.684505933,,0.586277767,0.58375183,,0.799282856,0.634998433,0.667886455,0.629344993,0.632408431,0.886182988,0.579303463,0.532593516,0.584318923,0.655926447,0.685217497,0.579107395,0.544579567,0.667951325,0.638183328,0.430123262,0.612379442,0.376136322,0.586204748,0.576533718,0.645540058,0.571609262,0.452509045,0.656958723,0.562030281,0.599654534,0.596172744,0.859729378,0.608024801,0.815749574,0.655567641,0.589042232,0.47245476,0.41320707,,0.533725094,0.45947248,0.636351614,0.676285759,0.473931395,0.552611203,,0.611785131,,0.712991005,0.588380304,0.553101936,0.615368844,0.611416323,0.512559222,0.56419269,0.589324251,0.507637454,0.615341283,0.609730486,0.691755581,,0.534748635,0.477444166,0.605687925,0.458578082,0.736014805,0.859126023,0.466611566,0.652393838,0.678269211,0.538964698,0.608841084,0.717479687,0.542909442,0.636012587,0.670263909,0.631184794,0.68993002,0.708653767,0.551261492,0.610401235,0.575503961,0.637747684,0.660515189,0.704020289,0.625961984,0.580296171,0.677208072,0.594417327,0.801024172,0.644172514,0.458790442,0.553150108,0.603724429,0.405438235,0.80034447,0.581018459,0.663579587,0.719085013,0.601848918,0.597833218,0.619363157,0.605848486,0.579606513,0.576735532,0.5364449,0.814146887,0.613878852,0.609829431,0.545427395,0.495299233,0.648173418,0.626389812,0.624280102,0.579720944,0.577423713,0.577084705,0.672789345,0.586898055,0.83797172,0.678968307,0.571146113,0.464219252,0.691220835,0.672930444,-0.257048229,0.530954297,0.50279292,0.549162783,0.606823554,1,0.73921381,0.862825219,0.614011934,0.582453138,0.424758806,0.509992213,0.650447848,0.552385149,0.563306273,0.78938627,0.698365541,0.497378286,0.528024264,0.605128471
JASMY/USDT,0.601390464,0.182650937,0.600863029,0.616489967,0.655286451,0.645322498,0.628961238,0.67908957,0.639491802,0.584798018,0.624933478,0.441799891,0.446595137,0.54895151,0.529361907,0.716080779,0.615758862,0.554471723,0.697118299,0.575695549,0.51227469,0.618828769,0.528538001,0.629677766,0.638654389,0.619223749,0.779735298,0.56660774,0.651647204,0.603483552,0.672208857,0.507522761,0.558470722,0.495627224,0.663214189,0.598342559,0.514352429,0.55102599,0.552590193,0.613035431,0.613998413,0.479151385,0.664347382,0.636647095,0.653603128,0.666709116,0.178003651,0.660613657,0.546179817,0.092512304,0.637213578,0.603182725,0.294883712,0.593871622,0.654323041,0.597870559,0.607124764,0.611460799,0.430948902,0.674316472,0.634038906,0.626995274,0.314642154,0.596222035,0.316130127,0.586294114,0.685169365,0.659238866,0.463142168,0.489942465,0.473536336,0.618191769,0.524719914,0.558223539,0.515965612,0.505071892,0.625911375,0.646382845,0.630821585,0.576246727,0.872388836,0.617236354,0.602158496,0.586303323,0.561934319,0.585974174,0.545945134,0.387121529,0.550680201,0.550222551,0.681333592,0.670905586,0.518788533,0.548937797,0.428393139,0.617446216,0.463239723,0.701926572,0.671291699,0.656567737,0.662242154,0.695882375,0.483651525,0.593811656,0.622419365,0.572972629,0.609471892,0.515867792,0.509190431,,0.617452194,0.49598018,0.599095008,0.580407257,0.449984764,0.575521202,0.57863414,0.537818763,0.672754488,0.456310647,0.654036852,0.632974562,0.620705406,0.590470406,0.559503835,0.617850053,1,0.534768681,0.555835615,0.516440921,0.640752946,0.703110082,0.604179788,0.526656778,0.609712509,0.569236556,0.453421373,0.651922528,0.698117894,0.477057055,0.534880393,0.578853026,0.598367732,0.451669866,0.598189595,0.648248918,0.599982368,0.521562937,0.523646751,0.629648494,0.681592238,0.670029295,0.611300002,0.56910703,0.475662749,0.632045111,0.611196022,0.700808855,0.350535354,0.51235413,0.616793988,0.51538142,0.607034165,0.571653352,0.575226964,0.556863777,0.685995583,0.580450059,0.605813615,0.549549914,0.489650063,0.557747016,0.715442216,0.613033925,-0.352251251,0.635366303,0.587319054,0.592974603,0.589219117,0.68993002,0.587800578,0.484852999,0.659387353,0.428104669,0.54553958,0.55772626,0.639532263,0.610677537,0.548380536,0.616424691,0.585520038,0.541939395,0.604417357,0.600666251
RSR/USDT,0.652798423,0.30409144,0.646233206,0.736474879,0.671955544,0.75943816,0.609712218,0.764729896,0.681624551,0.610103634,0.646197659,0.470009715,0.751585321,0.586106619,0.521061855,0.732601113,0.699546507,0.650583775,0.729169366,0.540222316,0.490512437,0.622356269,0.635382865,0.628012948,0.678031752,0.647760294,0.845744002,0.593801149,0.654763485,0.61581235,0.790408864,0.618707252,0.564021487,0.515095591,0.692682523,0.640442712,0.576363448,0.566753619,0.547010981,0.586276694,0.665440822,0.576496096,0.682926391,0.706732923,0.721447562,0.646249894,0.169782998,0.678199128,0.632344606,0.187418947,0.633716747,0.625189959,0.301929273,0.75837681,0.714162865,0.626581313,0.597006507,0.680669189,0.619802017,0.67452119,0.631895223,0.656191296,0.770001399,0.595757799,0.575936328,0.591104322,0.731031879,0.671778355,0.513987568,0.637921861,0.512846241,0.685046415,0.590304529,0.682854106,0.70605257,0.570148925,0.646749897,0.594660656,0.604717658,0.628650252,0.914209215,0.627517117,0.870114077,0.630568739,0.58858102,0.649377021,0.563787881,0.441721816,0.635412751,0.59242269,0.707653321,0.714998014,0.624981958,0.567181991,0.448126784,0.583598197,0.514995107,0.83927424,0.625461434,0.687877742,0.723933175,0.673390585,0.530197601,0.617746196,0.619270171,0.650873801,0.602014485,0.575923876,0.453057063,,0.657303884,0.670166098,0.705146813,0.67110745,0.700363155,0.841281235,0.626891915,0.604352802,0.704976204,0.485919357,0.706936868,0.714849401,0.638116666,1,0.595993265,0.660572714,0.590470406,0.740755326,0.631399507,0.526675069,0.693054657,0.727579271,0.609417801,0.77789323,0.693011792,0.66273962,0.613426282,0.699196012,0.658638926,0.602959547,0.481486959,0.579353747,0.626877719,0.56814627,0.804555338,0.677895709,0.717657624,0.725999113,0.69321865,0.668522394,0.702000589,0.691087105,0.610502031,0.534290951,0.561601992,0.873249732,0.682626862,0.768382951,0.373006879,0.52866721,0.690417671,0.682684369,0.617578287,0.657964704,0.584253992,0.573421573,0.736617971,0.637170953,0.83817856,0.591115855,0.518729668,0.489090195,0.798456152,0.654396971,-0.402116066,0.610930147,0.620042848,0.667348055,0.617413367,0.636012587,0.741379814,0.857241291,0.695269345,0.441387478,0.574145483,0.605477473,0.657639558,0.667522116,0.574587355,0.634761214,0.615506271,0.616978194,0.609836787,0.766457128
IDEX/USDT,0.747058862,,0.594367111,0.666040555,0.730157351,0.644213285,0.662062486,0.693063153,0.792311812,0.666333726,0.693395246,,0.67583144,0.693812789,0.652469841,0.67623083,0.658377444,0.743152853,0.755480242,0.774402521,0.44135822,0.607467268,0.559887972,0.743066872,0.603925475,0.750401,0.670021365,0.409477337,0.756931616,0.679313164,0.741495475,0.743217585,0.512440821,0.312057453,0.678374167,0.716207507,0.575590842,0.387908865,0.299828822,0.774281737,0.700573437,0.746883562,0.67036695,0.720819633,0.699430702,0.760730306,0.358199864,0.710707614,0.483651444,,0.751155914,0.750571739,,0.718604117,0.66750077,0.701481951,0.728105775,0.722690574,0.586235517,0.750220159,0.610477676,0.739030887,1,0.592831918,0.283795486,0.771733575,0.714588829,0.723576701,0.62986872,0.546079229,0.140005433,0.708676802,0.575769216,0.757995495,0.694911398,0.462535147,0.685429533,0.719995309,0.64096853,0.745579294,0.878565558,0.765015609,0.723134209,0.636498952,0.705002167,0.315885191,0.650014726,,0.765680142,0.654819643,0.724183032,0.708566821,0.766380328,0.750044556,,0.732779539,,0.73543316,0.688004199,0.638199172,0.765311608,0.610382824,0.759418942,0.697396919,0.618894466,0.491193672,0.677528928,0.630848598,0.471693737,,0.656568387,0.447866422,0.639228331,0.662309624,0.685370276,0.698267563,0.611649135,0.716913779,0.710336,0.621570516,0.702534281,0.705273565,0.686772062,0.770001399,0.680552393,0.643726039,0.314642154,0.591614187,0.69055959,0.730502894,0.654830132,0.644236546,0.704183166,0.770350522,0.681487185,0.623753881,0.616160118,0.723929441,0.654254163,0.763203802,0.609359764,0.706562446,0.742063585,0.209445314,0.593125241,0.707815243,0.570361408,0.695449985,0.563886615,0.750696362,0.709032103,0.67811376,0.603293592,0.721766322,0.587009295,0.714181701,0.702903341,0.652276084,0.519609437,0.308820555,0.705837216,0.736909561,0.637430412,0.592880674,0.613428085,0.735662669,0.699995917,0.721605232,0.690333816,0.734200097,0.684206682,0.54309832,0.741624552,0.765858794,-0.426270471,0.592244439,0.78551564,0.687535817,0.475253074,0.655926447,0.696017231,0.681840272,0.753616734,0.461632715,0.6798127,0.706018118,0.757398305,0.717244562,0.632609945,0.567341427,0.722410792,0.752465055,0.636240334,0.659229694
